id,title,url,is_paid,price,duration,level,subject,source
3550,Drupal Views: Introduction to Enhancing Your Drupal Website,https://www.udemy.com/drupalviews/,TRUE,105,2.5,Beginner,Web Development,Udemy
3551,Bootstrap Bootcamp - Responsive web development- 8 projects,https://www.udemy.com/bootstrap-bootcamp-with-projects/,TRUE,100,7,All Levels,Web Development,Udemy
3552,Self Advertise Using PowerPoint Twitter and Facebook on ios,https://www.udemy.com/the-basic-roadmap-to-power-point-advertising-for-mac/,TRUE,20,0.6,Beginner,Web Development,Udemy
3553,Learning Bootstrap 3 - Tutorial From Infinite Skills,https://www.udemy.com/bootstrap-3/,TRUE,50,3,All Levels,Web Development,Udemy
3554,Practical Web Development: Make Websites Quickly And Easily,https://www.udemy.com/make-beautiful-websites-in-a-few-hours/,TRUE,20,2,All Levels,Web Development,Udemy
3555,"Learn animation using CSS3, Javascript and HTML5",https://www.udemy.com/animating-css-javascript/,TRUE,40,2.5,All Levels,Web Development,Udemy
3556,Creating Interactive HTML5 Video,https://www.udemy.com/creating-interactive-html5-video/,TRUE,25,2,Intermediate,Web Development,Udemy
3557,Optimizing Wordpress for More Speed and Revenue,https://www.udemy.com/optimizing-wordpress-for-more-speed-and-revenue/,FALSE,0,0.583333333,Intermediate,Web Development,Udemy
3558,JavaScript project Learn to create a memory Game and more,https://www.udemy.com/javascript-project-learn-to-create-a-memory-game-and-more/,TRUE,95,1.5,Beginner,Web Development,Udemy
3559,The Complete JavaScript Bootcamp,https://www.udemy.com/the-complete-javascript-bootcamp/,TRUE,195,5,All Levels,Web Development,Udemy
3560,JavaScript for Absolute Beginners,https://www.udemy.com/javascript-for-absolute-beginners/,TRUE,20,2,Beginner,Web Development,Udemy
3561,Complete JavaScript Course for Beginners with Easy Examples,https://www.udemy.com/javascript-for-dummies-and-newbies/,TRUE,200,4,All Levels,Web Development,Udemy
3562,Angular 2 Master Class with Alejandro Rangel,https://www.udemy.com/angular-2-master-class-with-alejandro-rangel/,TRUE,30,9.5,All Levels,Web Development,Udemy
3563,Quick learning jQuery web development,https://www.udemy.com/quick-learning-jquery-web-development/,TRUE,150,3,Intermediate,Web Development,Udemy
3564,Google Blogger Course,https://www.udemy.com/free-blogger-course/,TRUE,60,3.5,Intermediate,Web Development,Udemy
3565,"Ajax in JavaScript and JQuery, with PHP - Creating Chat App",https://www.udemy.com/ajax-in-javascript-and-jquery-with-php/,TRUE,200,1.5,All Levels,Web Development,Udemy
3566,PHP Tutorial: Learn PHP Basic Programming for Beginners,https://www.udemy.com/php-tutorial-beginners/,TRUE,20,1.5,Beginner,Web Development,Udemy
3567,Mastering Modern Web Development Using React,https://www.udemy.com/mastering-modern-web-development-using-react/,TRUE,195,2.5,All Levels,Web Development,Udemy
3568,"Full Stack JavaScript: Learn Backbone.js, Node.js & MongoDB",https://www.udemy.com/fullstack-javascript/,TRUE,50,2,Beginner,Web Development,Udemy
3569,The Essential Web Developer Course - Build 12 Websites,https://www.udemy.com/the-essential-web-developer-course/,TRUE,200,16.5,All Levels,Web Development,Udemy
3570,Build Powerful Websites & Blogs using WordPress - No Coding,https://www.udemy.com/powerful-websites-blogs-using-wordpress-no-coding/,TRUE,20,3,Beginner,Web Development,Udemy
3571,Learn to Build Web Apps using UnderscoreJS : Code Like a Pro,https://www.udemy.com/learn-to-build-web-apps-using-underscorejs-code-like-a-pro/,TRUE,40,3.5,All Levels,Web Development,Udemy
3572,Building Web Apps Using Flask and Neo4j,https://www.udemy.com/building-web-apps-using-flask-and-neo4j/,TRUE,50,2.5,All Levels,Web Development,Udemy
3573,Learn Web Animation the Easy Way: An Intro to SVG and GSAP,https://www.udemy.com/learn-web-animation-with-svg-and-gsap/,TRUE,50,3,All Levels,Web Development,Udemy
3574,Build Your Own Membership Website With Joomla,https://www.udemy.com/build-your-own-membership-website-with-joomla/,TRUE,95,1.5,All Levels,Web Development,Udemy
3575,Learn Spring Security 4 Basics - Hands On,https://www.udemy.com/learn-spring-security-4-basics-hands-on/,TRUE,95,2,Beginner,Web Development,Udemy
3576,Display and analyze GIS data on the web with Leaflet.js,https://www.udemy.com/display-and-analyze-gis-data-on-the-web/,TRUE,100,12.5,Intermediate,Web Development,Udemy
3577,How to Build a CMS with PHP,https://www.udemy.com/make-a-cms/,TRUE,50,1,Beginner,Web Development,Udemy
3578,Responsive Web Design with HTML5 and CSS3 - Introduction,https://www.udemy.com/responsive-web-design-with-html5-and-css3-introduction/,TRUE,35,8,Beginner,Web Development,Udemy
3579,Master Typescript : Learn Typescript from scratch,https://www.udemy.com/master-typescript/,TRUE,95,3.5,All Levels,Web Development,Udemy
3580,XSD :basics for beginners,https://www.udemy.com/xsd-basics-for-beginners/,TRUE,35,0.7,All Levels,Web Development,Udemy
3581,Angularjs-WebApi2-EFCodeFirst Web App On 3-Tier Architecture,https://www.udemy.com/angularjs-webapi2-efcodefirst-web-app-on-3-tier-architecture/,TRUE,60,6.5,Intermediate,Web Development,Udemy
3582,Css Positioning For Absolute Beginners: A Basic Introduction,https://www.udemy.com/learn-how-css-positioning-works-a/,TRUE,65,1,Beginner,Web Development,Udemy
3583,Creating User Authentication System in CodeIgniter,https://www.udemy.com/codeigniter-user-authentication-system/,TRUE,200,1.5,All Levels,Web Development,Udemy
3584,How to easily Manage your WordPress Website,https://www.udemy.com/manage-wordpress-website/,TRUE,20,2,Beginner,Web Development,Udemy
3585,Wordpress For Beginners: Create a Professional Website,https://www.udemy.com/learn-how-to-create-a-website-with-wordpress/,TRUE,200,1.5,Beginner,Web Development,Udemy
3586,"Building a Portfolio in 90 minutes ( HTML, CSS, Js ) ",https://www.udemy.com/build-a-portfolio-website-in-90-minutes-html-css-js/,TRUE,20,2,All Levels,Web Development,Udemy
3587,Automate Web Development With Gulp JS,https://www.udemy.com/learn-gulp/,TRUE,20,3.5,All Levels,Web Development,Udemy
3588,Bootstrap 4 Responsive Web Design and Development,https://www.udemy.com/bootstrap-4-responsive-web-design-and-development/,TRUE,20,7.5,Beginner,Web Development,Udemy
3589,Intro To HTML & CSS: Web Development For Beginners,https://www.udemy.com/intro-to-html-and-css-basics/,TRUE,20,4,Beginner,Web Development,Udemy
3590,Become Exceptional in HTML and HTML5,https://www.udemy.com/become-exceptional-in-html-html5/,TRUE,20,6.5,All Levels,Web Development,Udemy
3591,Become a Rockstar Web Developer - Learn By Coding,https://www.udemy.com/become-rockstar-php-developer/,TRUE,200,11,All Levels,Web Development,Udemy
3592,Spring 4 Mastercourse: Covers Annotation & XML Configuration,https://www.udemy.com/java-spring-framework/,TRUE,200,23.5,Intermediate,Web Development,Udemy
3593,WordPress Plugin Development for 2017 - Build 14 Plugins,https://www.udemy.com/advanced-wordpress-development-take-control-of-the-back-end/,TRUE,50,7,All Levels,Web Development,Udemy
3594,Single Page Application of MVC 5 Using AngularJS,https://www.udemy.com/maruti-spa-angularjs/,TRUE,20,1.5,Intermediate,Web Development,Udemy
3595,"Learn to Code in HTML5, CSS3, and JavaScript",https://www.udemy.com/learn-to-code-in-html5-css3-and-javascript/,TRUE,20,2.5,Beginner,Web Development,Udemy
3596,Web Application Development - Learn by Building 3 Web Apps,https://www.udemy.com/build-3-web-applications-in-90-minutes/,TRUE,30,1.5,Beginner,Web Development,Udemy
3597,Rails Ecommerce App with HTML Template from Themeforest,https://www.udemy.com/rails-ecommerce-app-with-html-template-from-themeforest/,TRUE,25,2,Intermediate,Web Development,Udemy
3598,Writing CSS with {LESS} - Tutorial From Infinite Skills,https://www.udemy.com/writing-css-with-less-tutorial-from-infinite-skills/,TRUE,50,2,All Levels,Web Development,Udemy
3599,Login and Registration from Scratch with PHP and MySQL,https://www.udemy.com/authentication-from-scratch-with-php-and-mysql/,TRUE,20,2,Intermediate,Web Development,Udemy
3600,Getting Started with Magento,https://www.udemy.com/getting-started-with-magento/,TRUE,85,3.5,All Levels,Web Development,Udemy
3601,Ruby on Rails Foundations,https://www.udemy.com/how-to-learn-ruby-on-rails/,TRUE,20,6.5,All Levels,Web Development,Udemy
3602,Core Concepts in HTML 5,https://www.udemy.com/core-concepts-in-html-5/,TRUE,75,2,Beginner,Web Development,Udemy
3603,Learn Azure Cloud Step by Step,https://www.udemy.com/marutiazure/,TRUE,20,2.5,Intermediate,Web Development,Udemy
3604,Learn Facebook Flux Architecture for Web Applications,https://www.udemy.com/learn-facebook-flux-architecture-for-web-applications/,TRUE,40,6.5,All Levels,Web Development,Udemy
3605,"Create free, fast and secure static website",https://www.udemy.com/create-free-fast-and-secure-static-website/,TRUE,50,0.516666667,Beginner,Web Development,Udemy
3606,Object Orientation in PHP,https://www.udemy.com/object-orientation/,TRUE,20,5,Beginner,Web Development,Udemy
3607,Creating Custom Web Maps,https://www.udemy.com/creating-custom-web-maps/,TRUE,50,2,Intermediate,Web Development,Udemy
3608,Build A YouTube Downloader With C# And GitHub,https://www.udemy.com/youtubedownloader/,TRUE,20,2.5,Intermediate,Web Development,Udemy
3609,Querying Microsoft SQL Server 2012 - (Exam No. 70-461),https://www.udemy.com/querying-sql-server-2012-70-461/,TRUE,85,6.5,All Levels,Web Development,Udemy
3610,HTTP Clients with Laravel: Use and Consume Services and APIs,https://www.udemy.com/http-clients-with-laravel-use-and-consume-services-and-apis/,TRUE,65,3.5,Intermediate,Web Development,Udemy
3611,Modern E-Commerce Store In php & mysqli With Bootstrap,https://www.udemy.com/modern-e-commerce-store-in-php-mysqli-with-bootstrap/,TRUE,50,66.5,All Levels,Web Development,Udemy
3612,Simple And Easy: Wordpress For Beginners,https://www.udemy.com/simple-and-easy-wordpress-101/,FALSE,0,3,Beginner,Web Development,Udemy
3613,Create Website from scratch in Urdu & Hindi,https://www.udemy.com/create-website-from-scratch-in-urdu-hindi/,FALSE,0,1,Intermediate,Web Development,Udemy
3614,Advance Unix : File Processing: AWK | GREP | VIM,https://www.udemy.com/advance-unix-file-processing/,TRUE,20,1,All Levels,Web Development,Udemy
3615,Introduction to Node.js Development,https://www.udemy.com/refactoru-intro-nodejs/,TRUE,55,1,Advanced,Web Development,Udemy
3616,Advance JavaScript for Coders: Learn OOP in JavaScript,https://www.udemy.com/advance-javascript-for-coders-learn-oop-in-javascript/,TRUE,40,11.5,Intermediate,Web Development,Udemy
3617,Web Development With Google Maps,https://www.udemy.com/webdevelopmentwithgooglemaps/,TRUE,50,8.5,Beginner,Web Development,Udemy
3618,jQuery UI Ultimate:Design Amazing Interfaces Using jQuery UI,https://www.udemy.com/jquery-ui-ultimatedesign-amazing-interfaces-using-jquery-ui/,TRUE,145,12.5,All Levels,Web Development,Udemy
3619,Learn Spring Security 4 Intermediate - Hands On,https://www.udemy.com/learn-spring-security-4-intermediate-hands-on/,TRUE,95,2,Intermediate,Web Development,Udemy
3620,Learning Path: The Road to Elasticsearch,https://www.udemy.com/learning-path-the-road-to-elasticsearch/,TRUE,200,5,Beginner,Web Development,Udemy
3621,HTML/CSS Bootcamp,https://www.udemy.com/html-css-code-bootcamp/,TRUE,40,10,Beginner,Web Development,Udemy
3622,JavaScript High Performance,https://www.udemy.com/javascript-high-performance/,TRUE,95,4.5,All Levels,Web Development,Udemy
3623,Node:js : Building Rest Apis with Sails.js,https://www.udemy.com/building-rest-apis-with-sailsjs-and-nodejs/,TRUE,100,2,Beginner,Web Development,Udemy
3624,Fundamentals of Angular 2 Full Stack Design,https://www.udemy.com/fundamentals-of-angular-2-full-stack-design/,TRUE,95,6.5,Beginner,Web Development,Udemy
3625,Create Newsletter Subscription Form with PHP/AJAX in 40 Min,https://www.udemy.com/php-ajax-form-with-validation-email-ip-tracking-in-40-minutes/,TRUE,50,0.633333333,All Levels,Web Development,Udemy
3626,AppML :basics for beginners,https://www.udemy.com/appml-basics-for-beginners/,TRUE,30,0.633333333,All Levels,Web Development,Udemy
3627,How to manage your own VPS and create websites,https://www.udemy.com/manage-vps/,TRUE,120,1.5,All Levels,Web Development,Udemy
3628,Learn BuddyPress: Build A Social Network with WordPress,https://www.udemy.com/learn-buddypress-build-a-social-network-with-wordpress/,TRUE,20,1,All Levels,Web Development,Udemy
3629,HTML FOR BEGINNERS,https://www.udemy.com/html-5-for-beginners/,TRUE,20,1,All Levels,Web Development,Udemy
3630,XML XQuery - Crash Course for Beginners,https://www.udemy.com/xml-xquery-crash-course-for-beginners/,TRUE,45,1,All Levels,Web Development,Udemy
3631,Simplified Cross Browser Web Testing Using VirtualBox,https://www.udemy.com/cross-browser-web-testing-virtualbox/,TRUE,20,1,Beginner,Web Development,Udemy
3632,JavaScript and jQuery Basics: Start The Journey,https://www.udemy.com/learn-javacript/,TRUE,25,5,All Levels,Web Development,Udemy
3633,How to Install WordPress From Scratch,https://www.udemy.com/install-wordpress/,FALSE,0,1,Beginner,Web Development,Udemy
3634,CSS :basics for beginners,https://www.udemy.com/learn-css-fast/,TRUE,30,0.533333333,All Levels,Web Development,Udemy
3635,"WordPress Development - Themes, Plugins & Single Page Apps",https://www.udemy.com/wordpress-development-create-wordpress-themes-and-plugins/,TRUE,150,19.5,Intermediate,Web Development,Udemy
3636,Learn Effective HTML in No Time!,https://www.udemy.com/learn-effective-html-in-no-time/,TRUE,40,1,All Levels,Web Development,Udemy
3637,HTML5 Geolocation in Depth:Build 7 HTML5 Geolocation Apps,https://www.udemy.com/html5-geolocation-in-depth-build-location-aware-applications/,TRUE,90,6.5,All Levels,Web Development,Udemy
3638,Building a Search Engine in PHP & MySQL,https://www.udemy.com/creating-a-search-engine-in-php/,FALSE,0,2.5,All Levels,Web Development,Udemy
3639,create a search engine for your website!,https://www.udemy.com/create-a-simple-php-mysql-search-engine/,TRUE,20,1.5,Intermediate,Web Development,Udemy
3640,Learn basics of HTML in 30 Minutes,https://www.udemy.com/learn-basics-of-html/,TRUE,20,0.55,Beginner,Web Development,Udemy
3641,JavaScript from Scratch for Very Beginners,https://www.udemy.com/javascript-basics-for-begginers/,TRUE,30,5,Beginner,Web Development,Udemy
3642,Learn Web Development by Creating a Social Network,https://www.udemy.com/meteor-tutorial/,TRUE,200,6.5,Beginner,Web Development,Udemy
3643,CSS Image filters - The modern web images color manipulation,https://www.udemy.com/super-awesome-images-with-css-image-filters/,FALSE,0,1.5,All Levels,Web Development,Udemy
3644,Building Responsive Websites with Bootstrap 3 Framework,https://www.udemy.com/building-responsive-websites-with-bootstrap-3-framework/,TRUE,75,3,Intermediate,Web Development,Udemy
3645,Create a Membership Site with Wishlist Member & Wordpress,https://www.udemy.com/create-a-membership-site-with-wishlist-member/,TRUE,95,2.5,All Levels,Web Development,Udemy
3646,Convert HTML Websites into PHP: Learn by Doing in 40 Minutes,https://www.udemy.com/convert-static-websites-from-html-to-php-for-web-designers/,TRUE,50,0.6,All Levels,Web Development,Udemy
3647,17 Complete JavaScript   projects explained step by step,https://www.udemy.com/17-complete-javascript-projects-explained-step-by-step/,TRUE,185,9.5,Beginner,Web Development,Udemy
3648,Mastering Unix : AWK Commands,https://www.udemy.com/mastering-unix-commands/,TRUE,20,2,All Levels,Web Development,Udemy
3649,Cakephp:Creating a CRUD application,https://www.udemy.com/cakephpcreating-a-crud-application/,TRUE,40,0.516666667,All Levels,Web Development,Udemy
3650,HTML and CSS: A Guide to Web Design,https://www.udemy.com/html-and-css-a-guide-to-web-design/,TRUE,25,14,All Levels,Web Development,Udemy
3651,Drupal 8 Site Building,https://www.udemy.com/drupal-8-site-building/,FALSE,0,4.5,All Levels,Web Development,Udemy
3652,Learn Bootstrap 4 The Most Popular HTML5 CSS3 & JS Framework,https://www.udemy.com/learn-bootstrap-4-the-most-popular-html5-css3-js-framework/,TRUE,200,10,All Levels,Web Development,Udemy
3653,Essentials of Spring 5.0 for Developers,https://www.udemy.com/essentials-of-spring-50-for-developers/,TRUE,125,1.5,Advanced,Web Development,Udemy
3654,The Extreme Web Development Course - For Beginners,https://www.udemy.com/the-extreme-web-development-course/,TRUE,200,5.5,All Levels,Web Development,Udemy
3655,JQuery DOM and Ajax Concept Explained for Beginners,https://www.udemy.com/jquery-dom-and-ajax-concept-explained-for-beginners/,TRUE,35,0.616666667,All Levels,Web Development,Udemy
3656,HTML Forms For Beginners: A Basic Introduction  ,https://www.udemy.com/html-forms-for-beginners-a-basic-introduction/,TRUE,45,1,Beginner,Web Development,Udemy
3657,Ultimate JavaScript Objects,https://www.udemy.com/js-objects/,TRUE,20,2.5,All Levels,Web Development,Udemy
3658,The Complete Web Developer Course - Build 20 Websites,https://www.udemy.com/the-complete-web-developer-course-build-20-websites/,TRUE,20,15.5,All Levels,Web Development,Udemy
3659,"Simple Javascript: Learn by Doing, Beginners Welcome!",https://www.udemy.com/simple-javascript-learn-by-doing/,TRUE,25,2,All Levels,Web Development,Udemy
3660,"Learn HTML, CSS, and Ruby on Rails: Build Your First Blog",https://www.udemy.com/learn-html-css-and-ruby-on-rails-build-your-first-blog/,TRUE,20,1.5,Beginner,Web Development,Udemy
3661,Learn HTML5 Canvas for beginners,https://www.udemy.com/learn-html5-canvas-for-beginners/,TRUE,100,3.5,Beginner,Web Development,Udemy
3662,Bootstrap 4 Beginners: Code a Responsive Landing Page,https://www.udemy.com/bootstrap-4-beginners-code-a-responsive-landing-page/,TRUE,30,3.5,All Levels,Web Development,Udemy
3663,Build Wordpress CMS Clone with Laravel 5,https://www.udemy.com/build-blog-cms-with-laravel-5/,TRUE,150,8.5,All Levels,Web Development,Udemy
3664,XML DTD - Crash Course for Beginners,https://www.udemy.com/xml-dtd-crash-course-for-beginners/,TRUE,45,1,All Levels,Web Development,Udemy
3665,Beginner Photoshop to HTML5 and CSS3,https://www.udemy.com/psd-html5-css3/,FALSE,0,2,All Levels,Web Development,Udemy
3666,XPATH :basics for beginners,https://www.udemy.com/xpath-basics-for-beginners/,TRUE,40,0.616666667,All Levels,Web Development,Udemy
3667,The Fastest Way to Create a Website Using Godaddy,https://www.udemy.com/create-your-own-website/,TRUE,30,0.5,Beginner,Web Development,Udemy
3668,A how to guide in HTML,https://www.udemy.com/a-how-to-guide-in-html/,FALSE,0,0.583333333,Beginner,Web Development,Udemy
3669,Building Better APIs with GraphQL,https://www.udemy.com/building-better-apis-with-graphql/,TRUE,50,2.5,All Levels,Web Development,Udemy
3670,Learn Grunt with Examples: Automate Your Front End Workflow,https://www.udemy.com/learn-grunt-automate-your-front-end-workflow/,TRUE,20,1,All Levels,Web Development,Udemy
3671,Build A Stock Downloader With Visual Studio 2015 And C#,https://www.udemy.com/csharpyahoostockdownloader/,TRUE,20,1.5,Intermediate,Web Development,Udemy
3672,jQuery UI in Action: Build 5 jQuery UI Projects,https://www.udemy.com/jquery-ui-practical-build-jquery-ui-projects/,TRUE,150,15.5,All Levels,Web Development,Udemy
3673,Learn jQuery from Scratch - Master of JavaScript library,https://www.udemy.com/easy-jquery-for-beginner-learn-from-scratch-step-by-step/,TRUE,100,2,All Levels,Web Development,Udemy
3674,How To Design A WordPress Website With No Coding At All,https://www.udemy.com/how-to-make-a-wordpress-website-course/,TRUE,25,3.5,Beginner,Web Development,Udemy
3675,Learn and Build using Polymer,https://www.udemy.com/learn-and-build-using-polymer/,TRUE,40,3.5,All Levels,Web Development,Udemy
3676,CSS Animations: Create Amazing Effects on Your Website,https://www.udemy.com/css-animations-create-amazing-effects-on-your-website/,TRUE,50,3,All Levels,Web Development,Udemy
3677,Using MODX CMS to Build Websites: A Beginner's Guide,https://www.udemy.com/using-modx-cms-to-build-websites-a-beginners-guide/,TRUE,45,2,Beginner,Web Development,Udemy
3678,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity,TRUE,112.5,90,Beginner,Web Development,Coursera
3679,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics,TRUE,112.5,90,Beginner,Data Science,Coursera
3680,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management,TRUE,112.5,90,Beginner,Business Finance,Coursera
3681,IBM Data Science,https://www.coursera.org/professional-certificates/ibm-data-science,TRUE,112.5,90,Beginner,Data Science,Coursera
3682,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce,TRUE,112.5,90,Beginner,Business Finance,Coursera
3683,IBM Data Analyst,https://www.coursera.org/professional-certificates/ibm-data-analyst,TRUE,112.5,90,Beginner,Data Science,Coursera
3684,Google IT Support,https://www.coursera.org/professional-certificates/support-informatique-google,TRUE,112.5,90,Beginner,Web Development,Coursera
3685,Machine Learning,https://www.coursera.org/specializations/machine-learning,TRUE,50,40,Beginner,Data Science,Coursera
3686,Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design,TRUE,112.5,90,Beginner,Web Development,Coursera
3687,IBM DevOps and Software Engineering,https://www.coursera.org/professional-certificates/devops-and-software-engineering,TRUE,112.5,90,Beginner,Web Development,Coursera
3688,IBM Applied AI,https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,TRUE,112.5,90,Beginner,Data Science,Coursera
3689,IBM Full Stack Software Developer,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,TRUE,112.5,90,Beginner,Web Development,Coursera
3690,Introduction to Data Science,https://www.coursera.org/specializations/introduction-data-science,TRUE,112.5,90,Beginner,Data Science,Coursera
3691,Data Science Fundamentals with Python and SQL,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,TRUE,112.5,90,Beginner,Data Science,Coursera
3692,IBM Data Engineering,https://www.coursera.org/professional-certificates/ibm-data-engineer,TRUE,112.5,90,Beginner,Data Science,Coursera
3693,Key Technologies for Business,https://www.coursera.org/specializations/key-technologies-for-business,TRUE,50,40,Beginner,Business Finance,Coursera
3694,IBM & Darden Digital Strategy,https://www.coursera.org/specializations/digital-strategy,TRUE,112.5,90,Beginner,Business Finance,Coursera
3695,Deep Learning,https://www.coursera.org/specializations/deep-learning,TRUE,112.5,90,Intermediate,Data Science,Coursera
3696,Data Engineering Foundations,https://www.coursera.org/specializations/data-engineering-foundations,TRUE,112.5,90,Beginner,Data Science,Coursera
3697,Applied Data Science,https://www.coursera.org/specializations/applied-data-science,TRUE,112.5,90,Beginner,Data Science,Coursera
3698,IBM Back-End Development,https://www.coursera.org/professional-certificates/ibm-backend-development,TRUE,112.5,90,Beginner,Web Development,Coursera
3699,IBM AI Foundations for Business,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,TRUE,50,40,Beginner,Data Science,Coursera
3700,IBM Data Analytics with Excel and R,https://www.coursera.org/professional-certificates/ibm-data-analyst-r-excel,TRUE,112.5,90,Beginner,Data Science,Coursera
3701,Data Analysis and Visualization Foundations,https://www.coursera.org/specializations/data-analysis-visualization-foundations,TRUE,112.5,90,Beginner,Data Science,Coursera
3702,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals,TRUE,112.5,90,Beginner,Web Development,Coursera
3703,Prompt Engineering,,TRUE,50,40,Beginner,Data Science,Coursera
3704,AI Foundations for Everyone,https://www.coursera.org/specializations/ai-foundations-for-everyone,TRUE,112.5,90,Beginner,Data Science,Coursera
3705,Generative AI with Large Language Models,https://www.coursera.org/learn/generative-ai-with-llms,TRUE,6.25,5,Intermediate,Data Science,Coursera
3706,Cloud Application Development Foundations,https://www.coursera.org/specializations/ibm-cloud-application-development-foundations,TRUE,112.5,90,Beginner,Data Science,Coursera
3707,"DevOps, Cloud, and Agile Foundations",https://www.coursera.org/specializations/devops-cloud-and-agile-foundations,TRUE,112.5,90,Beginner,Data Science,Coursera
3708,Google Advanced Data Analytics,https://www.coursera.org/professional-certificates/google-advanced-data-analytics,TRUE,112.5,90,Advanced,Data Science,Coursera
3709,IBM and ISC2 Cybersecurity Specialist,,TRUE,112.5,90,Beginner,Web Development,Coursera
3710,IBM IT Support,https://www.coursera.org/professional-certificates/ibm-technical-support,TRUE,112.5,90,Beginner,Web Development,Coursera
3711,Business Intelligence (BI) Analyst,,TRUE,112.5,90,Beginner,Data Science,Coursera
3712,Meta Front-End Developer,https://www.coursera.org/professional-certificates/meta-front-end-developer,TRUE,112.5,90,Beginner,Web Development,Coursera
3713,Generative AI Fundamentals,,TRUE,112.5,90,Beginner,Data Science,Coursera
3714,Information Technology (IT) and Cloud Fundamentals,https://www.coursera.org/specializations/it-cloud-fundamentals,TRUE,112.5,90,Beginner,Data Science,Coursera
3715,Microsoft Power BI Data Analyst,https://www.coursera.org/professional-certificates/microsoft-power-bi-data-analyst,TRUE,112.5,90,Beginner,Data Science,Coursera
3716,Generative AI for Everyone,https://www.coursera.org/learn/generative-ai-for-everyone,TRUE,6.25,5,Beginner,Data Science,Coursera
3717,IBM AI Engineering,https://www.coursera.org/professional-certificates/ai-engineer,TRUE,112.5,90,Intermediate,Data Science,Coursera
3718,IBM IT Project Manager,https://www.coursera.org/professional-certificates/ibm-it-project-manager,TRUE,112.5,90,Beginner,Business Finance,Coursera
3719,IBM Data Warehouse Engineer,https://www.coursera.org/professional-certificates/data-warehouse-engineering,TRUE,112.5,90,Beginner,Data Science,Coursera
3720,Generative AI for Software Developers,,TRUE,50,40,Intermediate,Data Science,Coursera
3721,Generative AI for Data Scientists,,TRUE,50,40,Intermediate,Data Science,Coursera
3722,Foundations of Cybersecurity,https://www.coursera.org/learn/foundations-of-cybersecurity,TRUE,6.25,5,Beginner,Web Development,Coursera
3723,Foundations of Project Management,https://www.coursera.org/learn/project-management-foundations,TRUE,6.25,5,Beginner,Business Finance,Coursera
3724,Supervised Machine Learning: Regression and Classification,https://www.coursera.org/learn/machine-learning,TRUE,6.25,5,Beginner,Data Science,Coursera
3725,"BI Foundations with SQL, ETL and Data Warehousing",https://www.coursera.org/specializations/bi-foundations-sql-etl-data-warehouse,TRUE,112.5,90,Beginner,Data Science,Coursera
3726,"Foundations: Data, Data, Everywhere",https://www.coursera.org/learn/foundations-data,TRUE,50,40,Beginner,Data Science,Coursera
3727,Mathematics for Machine Learning and Data Science,https://www.coursera.org/specializations/mathematics-for-machine-learning-and-data-science,TRUE,50,40,Beginner,Data Science,Coursera
3728,IBM Full-Stack JavaScript Developer,,TRUE,112.5,90,Beginner,Web Development,Coursera
3729,Business Foundations,https://www.coursera.org/specializations/wharton-business-foundations,TRUE,112.5,90,Beginner,Business Finance,Coursera
3730,Google IT Automation with Python,https://www.coursera.org/professional-certificates/google-it-automation,TRUE,112.5,90,Beginner,Web Development,Coursera
3731,AI For Everyone,https://www.coursera.org/learn/ai-for-everyone,TRUE,6.25,5,Beginner,Data Science,Coursera
3732,IBM IT Scrum Master,https://www.coursera.org/professional-certificates/ibm-it-scrum-master,TRUE,112.5,90,Beginner,Data Science,Coursera
3733,Python for Everybody,https://www.coursera.org/specializations/python,TRUE,112.5,90,Beginner,Web Development,Coursera
3734,IBM Project Manager,https://www.coursera.org/professional-certificates/ibm-project-manager,TRUE,112.5,90,Beginner,Business Finance,Coursera
3735,IBM Applied DevOps Engineering,https://www.coursera.org/professional-certificates/ibm-applied-devops-engineering,TRUE,112.5,90,Intermediate,Web Development,Coursera
3736,AI in Healthcare,https://www.coursera.org/specializations/ai-healthcare,TRUE,112.5,90,Beginner,Data Science,Coursera
3737,IBM Front-End Developer,https://www.coursera.org/professional-certificates/ibm-frontend-developer,TRUE,112.5,90,Beginner,Web Development,Coursera
3738,IBM Cybersecurity Analyst,https://www.coursera.org/professional-certificates/ibm-cybersecurity-analyst,TRUE,112.5,90,Beginner,Web Development,Coursera
3739,IBM Back-end JavaScript Developer,,TRUE,112.5,90,Beginner,Web Development,Coursera
3740,Meta Social Media Marketing,https://www.coursera.org/professional-certificates/facebook-social-media-marketing,TRUE,112.5,90,Beginner,Business Finance,Coursera
3741,Meta React Native,https://www.coursera.org/specializations/meta-react-native,TRUE,112.5,90,Beginner,Web Development,Coursera
3742,Finance & Quantitative Modeling for Analysts,https://www.coursera.org/specializations/finance-quantitative-modeling-analysts,TRUE,112.5,90,Beginner,Business Finance,Coursera
